index,study_id,id,author,year,group,group_id,group_desc,url,country,region,city,time_MAX,time_50,time_MIN,detailed_time,exp_dur,fu_dur,age_base,age_category,age_SD,days_ps,days_cat,yrs_ps,stroke_type,terminal_dropout,outcome_name,outcome_extremity,ue_subscale,le_subscale,outcomenamecat,SCOAR_outcome,p_outcome_stated,itt_analysis,base_n,base_m,base_sd,difference_score,term_n,term_m,term_sd,diff_base,diff_term,fu_n,fu_m,fu_sd,est_corr,term_diff,term_s_diff,fu_diff,fu_s_diff,term_d,fu_d,j_corr_factor,term_g,aaa,fu_g,term_Vd,fu_Vd,term_Vg,SE,termvginv,fu_Vg,chck2,notes
264.00,78.00,katz leurer2006,katz leurer,2006.00,exp,172.00,CPT + cycling ergometry,http://www.ncbi.nlm.nih.gov/pubmed/16774090,israel,,tel aviv,0.00,0.00,0.00,,21.00,42.00,59.00,50th Percentile,,,>1year,,1.00,0.00,postural assessment scale,,,,other,lohse,1.00,0.00,10.00,18.70,2.80,,10.00,28.70,3.10,,,9.00,31.10,2.20,0.50,10.00,2.95,12.40,2.54,3.39,4.89,0.91,3.10,1.76,4.47,0.67,1.30,0.56,0.75,1.78,1.08,,
265.00,79.00,khan2011,khan,2011.00,ctrl,173.00,conventional physical and occupational therapy,http://www.ncbi.nlm.nih.gov/pubmed/21788267,switzerland,,valens,0.00,0.00,0.00,1.00,34.20,180.00,60.40,50th Percentile,,471.00,>1year,1.290410959,0.00,1.00,wmft-time,ue,wmft,,wmft,lohse,0.00,0.00,14.00,58.70,38.60,,14.00,30.20,37.00,,,14.00,29.10,36.30,0.50,-28.50,37.81,-29.60,37.47,0.75,0.79,0.94,0.71,0.84,0.74,0.09,0.09,0.08,0.29,12.31,0.08,,sign reversed for time measure
266.00,79.00,khan2011,khan,2011.00,exp,174.00,modified CIMT,http://www.ncbi.nlm.nih.gov/pubmed/21788267,switzerland,,valens,0.00,0.00,0.00,1.00,32.50,180.00,60.40,50th Percentile,,156.00,<1year,0.42739726,0.00,1.00,wmft-time,ue,wmft,,wmft,lohse,0.00,0.00,13.00,64.50,38.40,,13.00,33.00,34.70,,,13.00,27.90,29.10,0.50,-31.50,36.60,-36.60,34.07,0.86,1.07,0.94,0.81,0.90,1.01,0.11,0.12,0.09,0.30,10.82,0.11,,sign reversed for time measure
267.00,79.00,khan2011,khan,2011.00,exp,175.00,therapeutic climbing exercises,http://www.ncbi.nlm.nih.gov/pubmed/21788267,switzerland,,valens,0.00,0.00,0.00,1.00,30.10,180.00,62.20,50th Percentile,,330.00,<1year,0.904109589,0.00,0.00,wmft-time,ue,wmft,,wmft,lohse,0.00,0.00,15.00,51.20,45.70,,15.00,39.20,47.90,,,12.00,37.50,51.40,0.50,-12.00,46.81,-13.70,48.29,0.26,0.28,0.95,0.24,0.49,0.27,0.07,0.07,0.06,0.25,16.25,0.06,,sign reversed for time measure
268.00,80.00,kihoon2012,kihoon,2012.00,ctrl,176.00,CPT,https://www.jstage.jst.go.jp/article/jpts/24/11/24_1205/_article,south korea,,seoul,6.00,6.00,6.00,1.00,28.00,,63.70,75th Percentile,,,NA,,0.00,1.00,wmft,ue,wmft,,wmft,lohse,0.00,0.00,14.00,26.00,5.10,,14.00,28.00,5.30,,,,,,0.50,2.00,5.20,,5.10,0.38,,0.94,0.36,0.60,0.00,0.08,,0.07,0.26,14.72,,,
269.00,80.00,kihoon2012,kihoon,2012.00,exp,177.00,VR training using the IREX system,https://www.jstage.jst.go.jp/article/jpts/24/11/24_1205/_article,south korea,,seoul,26.00,26.00,26.00,1.00,28.00,,64.00,75th Percentile,,,NA,,0.00,1.00,wmft,ue,wmft,,wmft,lohse,0.00,0.00,15.00,26.80,12.40,,15.00,35.30,11.90,,,,,,0.50,8.50,12.15,,12.40,0.70,,0.95,0.66,0.81,0.00,0.08,,0.07,0.27,13.48,,,
270.00,81.00,kim2009,kim,2009.00,ctrl,178.00,CPT,http://www.ncbi.nlm.nih.gov/pubmed/19692788,south korea,,seoul,10.72,10.72,10.72,1.00,28.00,,51.75,25th Percentile,7.09,727.50,>1year,1.993150685,0.00,0.00,bbs,le,,balance,balance,lohse,0.00,0.00,12.00,46.67,3.75,,12.00,48.25,4.22,,,,,,0.50,1.58,3.99,,3.75,0.40,,0.93,0.37,0.61,0.00,0.09,,0.08,0.28,12.86,,,
271.00,81.00,kim2009,kim,2009.00,exp,179.00,CPT + locomotor VR training,http://www.ncbi.nlm.nih.gov/pubmed/19692788,south korea,,seoul,18.70,18.70,18.70,1.00,28.00,,52.42,50th Percentile,10.09,777.30,>1year,2.129589041,0.00,0.00,bbs,le,,balance,balance,lohse,0.00,0.00,12.00,44.42,5.99,,12.00,51.17,4.02,,,,,,0.50,6.75,5.10,,5.99,1.32,,0.93,1.23,1.11,0.00,0.16,,0.14,0.37,7.39,,,
274.00,82.00,kim2012,kim,2012.00,ctrl,180.00,no treatment?,https://www.jstage.jst.go.jp/article/jpts/24/9/24_901/_pdf,south korea,,seoul,0.00,0.00,0.00,1.00,21.00,,55.00,50th Percentile,,385.00,>1year,1.054794521,0.00,3.00,fim,,,,other,lohse,0.00,0.00,7.00,101.00,7.89,,7.00,101.28,8.11,,,7.00,,,0.50,0.28,8.00,,7.89,0.03,,0.87,0.03,0.17,0.00,0.14,,0.11,0.33,9.25,,,
275.00,82.00,kim2012,kim,2012.00,exp,181.00,therapy games using nintendo wii,https://www.jstage.jst.go.jp/article/jpts/24/9/24_901/_pdf,south korea,,seoul,4.50,4.50,4.50,1.00,21.00,,41.30,25th Percentile,,378.00,>1year,1.035616438,0.00,0.00,fim,,,,other,lohse,0.00,0.00,10.00,101.50,13.64,,10.00,103.30,4.32,,,10.00,,,0.50,1.80,10.12,,13.64,0.18,,0.91,0.16,0.40,0.00,0.10,,0.08,0.29,11.78,,,
276.00,83.00,kiper2011,kiper,2011.00,ctrl,182.00,CPT + CPT,http://www.ncbi.nlm.nih.gov/pubmed/22127938,italy,,venice,40.00,40.00,40.00,1.00,28.00,,64.00,75th Percentile,,171.00,<1year,0.468493151,0.00,0.00,fma-ue,ue,fma,,fma,lohse,0.00,0.00,40.00,44.80,17.40,,40.00,46.40,17.10,,,,,,0.50,1.60,17.25,,17.40,0.09,,0.98,0.09,0.30,0.00,0.03,,0.02,0.16,41.42,,,
277.00,83.00,kiper2011,kiper,2011.00,exp,183.00,CPT + reinforcing feedback in a VE,http://www.ncbi.nlm.nih.gov/pubmed/22127938,italy,,venice,40.00,40.00,40.00,1.00,28.00,,64.00,75th Percentile,,171.00,<1year,0.468493151,0.00,0.00,fma-ue,ue,fma,,fma,lohse,0.00,0.00,40.00,39.10,17.00,,40.00,48.90,15.20,,,,,,0.50,9.80,16.13,,17.00,0.61,,0.98,0.60,0.77,0.00,0.03,,0.03,0.17,35.11,,,
278.00,84.00,kuys2011,kuys,2011.00,ctrl,184.00,conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/20921032,australia,,brisbane,30.00,30.00,30.00,2.00,42.00,126.00,72.00,75th Percentile,17.00,49.00,<90days,0.134246575,0.00,0.00,10mwt,le,,speed,speed,lohse,0.00,1.00,15.00,0.58,0.36,,15.00,0.68,0.37,0.00,0.00,12.00,0.66,0.41,0.50,0.10,0.37,0.08,0.38,0.27,0.21,0.95,0.26,0.51,0.20,0.07,0.07,0.06,0.25,16.17,0.06,Yes,"The authors report and intention to treat analysis, but according to their tables, it does not look like missing data were carried forward."
279.00,84.00,kuys2011,kuys,2011.00,exp,185.00,CPT + HI treadmill,http://www.ncbi.nlm.nih.gov/pubmed/20921032,australia,,brisbane,36.30,36.30,36.30,2.00,42.00,126.00,63.00,50th Percentile,14.00,52.00,<90days,0.142465753,0.00,2.00,10mwt,le,,speed,speed,lohse,0.00,1.00,15.00,0.34,0.20,,13.00,0.63,0.30,0.00,0.00,12.00,0.72,0.35,0.50,0.29,0.25,0.38,0.28,1.15,1.38,0.95,1.09,1.04,1.30,0.11,0.13,0.10,0.32,10.07,0.12,Yes,"The authors report and intention to treat analysis, but according to their tables, it does not look like missing data were carried forward."
284.00,85.00,kwakkel/kwakkel1999/2002,kwakkel/kwakkel,1999/2002,ctrl,186.00,conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/10421300,netherlands,,amsterdam,73.50,73.50,73.50,2.00,140.00,364.00,64.10,75th Percentile,15.00,7.50,<90days,0.02,1.00,3.00,10mwt SSV,le,,speed,speed,lohse,0.00,1.00,37.00,0.00,0.00,,37.00,0.37,0.41,,,37.00,0.53,0.44,0.50,0.37,0.41,0.53,0.44,0.90,1.20,0.98,0.88,0.94,1.18,0.04,0.05,0.04,0.19,27.43,0.04,Yes,0 SD at baseline; FU is added from Kwakkel et al 2002
285.00,85.00,kwakkel/kwakkel1999/2002,kwakkel/kwakkel,1999/2002,exp,187.00,arm intensive therapy + CPT,http://www.ncbi.nlm.nih.gov/pubmed/10421300,netherlands,,amsterdam,114.50,114.50,114.50,2.00,140.00,364.00,69.00,75th Percentile,9.80,7.20,<90days,0.02,1.00,4.00,10mwt SSV,le,,speed,speed,lohse,0.00,1.00,33.00,0.00,0.00,,33.00,0.55,0.46,,,33.00,0.59,0.44,0.50,0.55,0.46,0.59,0.44,1.20,1.34,0.98,1.17,1.08,1.31,0.05,0.06,0.05,0.22,20.19,0.05,Yes,0 SD at baseline; FU is added from Kwakkel et al 2002
286.00,85.00,kwakkel/kwakkel1999/2002,kwakkel/kwakkel,1999/2002,exp,188.00,leg intensive therapy + CPT,http://www.ncbi.nlm.nih.gov/pubmed/10421300,netherlands,,amsterdam,117.17,117.17,117.17,2.00,140.00,364.00,64.50,75th Percentile,9.70,7.00,<90days,0.02,1.00,5.00,10mwt SSV,le,,speed,speed,lohse,0.00,1.00,31.00,0.00,0.00,,31.00,0.65,0.46,,,31.00,0.64,0.46,0.50,0.65,0.46,0.64,0.46,1.41,1.39,0.97,1.38,1.17,1.36,0.06,0.06,0.06,0.25,16.33,0.06,Yes,0 SD at baseline; FU is added from Kwakkel et al 2002
290.00,86.00,kwon2012,kwon,2012.00,ctrl,189.00,CPT,http://www.ncbi.nlm.nih.gov/pubmed/23232161,south korea,,seoul,23.30,23.30,23.30,1.00,28.00,,57.92,50th Percentile,,23.92,<90days,0.065534247,1.00,0.00,fma-ue,ue,fma,,fma,lohse,0.00,0.00,13.00,56.38,10.83,,13.00,61.85,4.54,,,,,,0.50,5.47,8.30,,10.83,0.66,,0.94,0.62,0.79,0.00,0.09,,0.08,0.29,12.19,,,
291.00,86.00,kwon2012,kwon,2012.00,exp,190.00,CPT + VR training,http://www.ncbi.nlm.nih.gov/pubmed/23232161,south korea,,seoul,33.30,33.30,33.30,1.00,28.00,,57.15,50th Percentile,,24.69,<90days,0.067643836,1.00,0.00,fma-ue,ue,fma,,fma,lohse,0.00,0.00,13.00,60.31,5.41,,13.00,62.92,3.45,,,,,,0.50,2.61,4.54,,5.41,0.58,,0.94,0.54,0.73,0.00,0.09,,0.08,0.28,12.73,,,
292.00,87.00,langhammer2007,langhammer,2007.00,ctrl,191.00,regular exercise therapy,http://www.ncbi.nlm.nih.gov/pubmed/17613581,norway,,oslo,0.00,0.00,0.00,1.00,22.00,365.00,76.00,Remaining,,1.00,<90days,0.002739726,0.00,5.00,motor activity scale,,,,other,lohse,0.00,1.00,40.00,31.40,17.10,,35.00,33.80,15.50,,,31.00,41.20,11.50,0.50,2.40,16.37,9.80,14.93,0.15,0.66,0.98,0.14,0.38,0.64,0.03,0.03,0.02,0.16,41.15,0.03,,"The author indicate intention to treat, but the sample sizes change in their tables?"
293.00,87.00,langhammer2007,langhammer,2007.00,exp,192.00,intersive exercise therapy,http://www.ncbi.nlm.nih.gov/pubmed/17613581,norway,,oslo,0.00,0.00,0.00,1.00,16.00,365.00,72.00,75th Percentile,,1.00,<90days,0.002739726,0.00,3.00,motor activity scale,,,,other,lohse,0.00,1.00,35.00,26.70,18.20,,32.00,34.20,14.90,,,32.00,36.70,14.30,0.50,7.50,16.71,10.00,16.46,0.45,0.61,0.98,0.44,0.66,0.59,0.03,0.03,0.03,0.17,33.26,0.03,,"The author indicate intention to treat, but the sample sizes change in their tables?"
298.00,88.00,langhammer2010,langhammer,2010.00,ctrl,193.00,treadmill therapy + CPT,http://www.ncbi.nlm.nih.gov/pubmed/20026572,norway,,oslo,35.85,35.85,35.85,3.00,15.90,,74.00,75th Percentile,13.30,419.00,>1year,1.147945205,0.00,3.00,6minwt,le,,capacity,capacity,lohse,0.00,1.00,21.00,277.70,139.90,,21.00,320.60,153.80,,,,,,0.50,42.90,147.01,,139.90,0.29,,0.96,0.28,0.53,0.00,0.05,,0.05,0.21,21.76,,Yes,
299.00,88.00,langhammer2010,langhammer,2010.00,exp,194.00,outdoor walking,http://www.ncbi.nlm.nih.gov/pubmed/20026572,norway,,oslo,41.50,41.50,41.50,3.00,16.90,,75.00,Remaining,10.40,349.00,<1year,0.956164384,0.00,2.00,6minwt,le,,capacity,capacity,lohse,0.00,1.00,18.00,299.40,159.30,,18.00,310.10,164.40,,,,,,0.50,10.70,161.87,,159.30,0.07,,0.96,0.06,0.25,0.00,0.06,,0.05,0.23,19.68,,Yes,
302.00,89.00,langhammer2000,langhammer,2000.00,exp,195.00,motor relearning programme,http://www.ncbi.nlm.nih.gov/pubmed/10945420,norway,,oslo,0.00,0.00,0.00,,21.00,90.00,78.00,Remaining,,,NA,,0.00,3.00,motor activity scale,,,,other,lohse,0.00,0.00,33.00,24.00,14.00,,30.00,32.00,15.00,,,29.00,37.00,15.00,0.50,8.00,14.48,13.00,14.48,0.55,0.90,0.98,0.54,0.73,0.88,0.03,0.04,0.03,0.18,30.03,0.04,,
303.00,89.00,langhammer2000,langhammer,2000.00,exp,196.00,bobath therapy programme,http://www.ncbi.nlm.nih.gov/pubmed/10945420,norway,,oslo,0.00,0.00,0.00,,34.00,90.00,78.00,Remaining,,,NA,,0.00,1.00,motor activity scale,,,,other,lohse,0.00,0.00,28.00,19.00,15.00,,27.00,23.00,16.00,,,24.00,33.00,15.00,0.50,4.00,15.50,14.00,15.00,0.26,0.93,0.97,0.25,0.50,0.91,0.04,0.05,0.03,0.19,28.68,0.05,,
304.00,90.00,lau2011,lau,2011.00,ctrl,197.00,gait training on the treadmill at steady speed,http://www.ncbi.nlm.nih.gov/pubmed/21698340,china,,hong kong,20.00,20.00,20.00,1.00,14.00,,72.10,75th Percentile,,12.70,<90days,0.034794521,0.00,2.00,10mwt SSV,le,,speed,speed,lohse,0.00,0.00,15.00,0.30,0.19,,13.00,0.52,0.21,,,,,,0.50,0.22,0.20,,0.19,1.10,,0.95,1.04,1.02,0.00,0.11,,0.10,0.31,10.43,,,
305.00,90.00,lau2011,lau,2011.00,exp,198.00,progressive increases in treadmill speed within a session,http://www.ncbi.nlm.nih.gov/pubmed/21698340,china,,hong kong,20.00,20.00,20.00,1.00,14.00,,69.50,75th Percentile,,12.90,<90days,0.035342466,0.00,2.00,10mwt SSV,le,,speed,speed,lohse,0.00,0.00,15.00,0.28,0.19,,13.00,0.64,0.32,,,,,,0.50,0.36,0.26,,0.19,1.39,,0.95,1.32,1.15,0.00,0.13,,0.12,0.34,8.51,,,
306.00,91.00,laufer2001,laufer,2001.00,ctrl,199.00,CPT with overground walking,http://www.ncbi.nlm.nih.gov/pubmed/11322472,israel,,haifa,0.00,0.00,0.00,,21.00,,69.30,75th Percentile,,35.80,<90days,0.098082192,1.00,2.00,gait speed,le,,speed,speed,lohse,0.00,0.00,14.00,0.18,0.16,,12.00,0.33,0.24,,,,,,0.50,0.15,0.20,,0.16,0.75,,0.94,0.70,0.84,0.00,0.09,,0.08,0.28,12.35,,,
307.00,91.00,laufer2001,laufer,2001.00,exp,200.00,CPT with treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/11322472,israel,,haifa,0.00,0.00,0.00,,21.00,,66.60,75th Percentile,,32.60,<90days,0.089315068,1.00,2.00,gait speed,le,,speed,speed,lohse,0.00,0.00,15.00,0.20,0.12,,13.00,0.47,0.40,,,,,,0.50,0.27,0.29,,0.12,0.95,,0.95,0.89,0.95,0.00,0.10,,0.09,0.29,11.60,,,
308.00,92.00,laver2012,laver,2012.00,ctrl,201.00,CPT,http://www.ncbi.nlm.nih.gov/pubmed/22409245,australia,,adelaide,4.20,4.20,4.20,1.00,14.95,,84.60,Remaining,,2.00,<90days,0.005479452,0.00,0.00,tug,le,,balance,balance,lohse,1.00,1.00,22.00,35.41,19.05,,22.00,28.86,11.71,,,,,,0.50,-6.55,15.81,,19.05,0.41,,0.96,0.40,0.63,0.00,0.05,,0.05,0.21,21.81,,,sign reversed for time measure
309.00,92.00,laver2012,laver,2012.00,exp,202.00,balance training using Wii fit,http://www.ncbi.nlm.nih.gov/pubmed/22409245,australia,,adelaide,4.20,4.20,4.20,1.00,12.30,,85.20,Remaining,,2.00,<90days,0.005479452,0.00,2.00,tug,le,,balance,balance,lohse,1.00,1.00,22.00,37.95,18.77,,22.00,27.90,10.44,,,,,,0.50,-10.05,15.19,,18.77,0.66,,0.96,0.64,0.80,0.00,0.06,,0.05,0.23,19.43,,,sign reversed for time measure
310.00,93.00,lee2008,lee,2008.00,ctrl,203.00,sham cycling + sham PRT,http://www.ncbi.nlm.nih.gov/pubmed/18422947,australia,,sydney,0.00,0.00,0.00,1.00,77.00,,65.30,75th Percentile,6.00,1974.00,>1year,5.408219178,1.00,0.00,6minwt,le,,capacity,capacity,lohse,0.00,1.00,12.00,273.20,162.00,,12.00,278.10,162.10,,,,,,0.50,4.90,162.05,,162.00,0.03,,0.93,0.03,0.17,0.00,0.08,,0.07,0.27,13.86,,,
311.00,93.00,lee2008,lee,2008.00,exp,204.00,cycling + sham progressive resistence training,http://www.ncbi.nlm.nih.gov/pubmed/18422947,australia,,sydney,15.00,15.00,15.00,1.00,77.00,,67.20,75th Percentile,10.60,1572.00,>1year,4.306849315,1.00,2.00,6minwt,le,,capacity,capacity,lohse,0.00,1.00,12.00,249.30,158.30,,12.00,261.50,162.70,,,,,,0.50,12.20,160.52,,158.30,0.08,,0.93,0.07,0.27,0.00,0.08,,0.07,0.27,13.83,,,
312.00,93.00,lee2008,lee,2008.00,exp,205.00,sham cycling + progressive resistance training,http://www.ncbi.nlm.nih.gov/pubmed/18422947,australia,,sydney,15.00,15.00,15.00,1.00,77.00,,62.90,50th Percentile,9.30,1362.00,>1year,3.731506849,1.00,1.00,6minwt,le,,capacity,capacity,lohse,0.00,1.00,12.00,239.80,141.00,,12.00,247.20,148.00,,,,,,0.50,7.40,144.54,,141.00,0.05,,0.93,0.05,0.22,0.00,0.08,,0.07,0.27,13.85,,,
313.00,93.00,lee2008,lee,2008.00,exp,206.00,cycling + progressive resistence training,http://www.ncbi.nlm.nih.gov/pubmed/18422947,australia,,sydney,30.00,30.00,30.00,1.00,77.00,,60.50,50th Percentile,10.60,1896.00,>1year,5.194520548,1.00,1.00,6minwt,le,,capacity,capacity,lohse,0.00,1.00,12.00,266.00,123.50,,12.00,290.20,136.20,,,,,,0.50,24.20,130.01,,123.50,0.19,,0.93,0.17,0.42,0.00,0.08,,0.07,0.27,13.63,,,
322.00,94.00,lee2012,lee,2012.00,ctrl,207.00,standard care,http://www.ncbi.nlm.nih.gov/pubmed/22469877,south korea,,seoul,20.00,20.00,20.00,1.00,28.00,,55.40,50th Percentile,,108.00,<1year,0.295890411,0.00,1.00,fma-shoulder/elbow,ue,fma,,fma,lohse,0.00,0.00,13.00,15.10,7.00,,13.00,19.70,6.30,,,,,,0.50,4.60,6.66,,7.00,0.69,,0.94,0.65,0.80,0.00,0.10,,0.08,0.29,11.98,,,
323.00,94.00,lee2012,lee,2012.00,exp,208.00,standard care + mirror box training,http://www.ncbi.nlm.nih.gov/pubmed/22469877,south korea,,seoul,28.40,28.40,28.40,1.00,28.00,,58.80,50th Percentile,,105.00,<1year,0.287671233,0.00,1.00,fma-shoulder/elbow,ue,fma,,fma,lohse,0.00,0.00,13.00,14.50,5.30,,13.00,24.00,4.80,,,,,,0.50,9.50,5.06,,5.30,1.88,,0.94,1.76,1.33,0.00,0.21,,0.19,0.43,5.36,,,
324.00,95.00,lin2007,lin,2007.00,ctrl,209.00,standard care,http://www.ncbi.nlm.nih.gov/pubmed/18042603,taiwan,,taoyuan,30.00,30.00,30.00,1.00,21.00,,58.77,50th Percentile,,498.30,>1year,1.365205479,0.00,2.00,fim,,,,other,lohse,0.00,0.00,15.00,102.00,17.80,,15.00,105.67,15.85,,,,,,0.50,3.67,16.85,,17.80,0.22,,0.95,0.21,0.45,0.00,0.07,,0.06,0.25,16.39,,Yes,
325.00,95.00,lin2007,lin,2007.00,exp,210.00,mCIMT,http://www.ncbi.nlm.nih.gov/pubmed/18042603,taiwan,,taoyuan,105.00,75.00,30.00,1.00,21.00,,57.11,50th Percentile,,479.10,>1year,1.31260274,0.00,0.00,fim,,,,other,lohse,0.00,0.00,17.00,104.00,13.60,,17.00,113.60,10.55,,,,,,0.50,9.60,12.17,,13.60,0.79,,0.95,0.75,0.87,0.00,0.08,,0.07,0.26,14.30,,Yes,
326.00,96.00,lin2010,lin,2010.00,ctrl,211.00,standard OT,http://www.ncbi.nlm.nih.gov/pubmed/19729583,taiwan,,taoyuan,30.00,30.00,30.00,1.00,21.00,,55.50,50th Percentile,,393.60,>1year,1.078356164,0.00,0.00,fma,ue,fma,,fma,lohse,0.00,0.00,17.00,53.53,7.58,,17.00,54.99,1.00,,,,,,0.50,1.46,5.41,,7.58,0.27,,0.95,0.26,0.51,0.00,0.06,,0.06,0.24,18.08,,,
327.00,96.00,lin2010,lin,2010.00,exp,212.00,bilateral symmetric movements,http://www.ncbi.nlm.nih.gov/pubmed/19729583,taiwan,,taoyuan,30.00,30.00,30.00,1.00,21.00,,52.08,25th Percentile,,418.20,>1year,1.145753425,0.00,0.00,fma,ue,fma,,fma,lohse,0.00,0.00,16.00,48.00,12.35,,16.00,57.63,1.03,,,,,,0.50,9.63,8.76,,12.35,1.10,,0.95,1.04,1.02,0.00,0.10,,0.09,0.30,11.07,,,
328.00,97.00,lincoln1999,lincoln,1999.00,ctrl,213.00,standard PT,http://www.ncbi.nlm.nih.gov/pubmed/10066854,uk,,nottingham,37.50,37.50,37.50,1.00,35.00,180.00,73.00,75th Percentile,,,NA,,1.00,0.00,rivermead mobility,,,,other,lohse,0.00,0.00,95.00,,,,95.00,,,,,95.00,,,0.50,,,,,,,0.99,0.00,0.00,0.00,,,,0.00,,,,no sufficient statistics provided
329.00,97.00,lincoln1999,lincoln,1999.00,exp,214.00,intensive PT provided by an expert,http://www.ncbi.nlm.nih.gov/pubmed/10066854,uk,,nottingham,47.50,47.50,47.50,1.00,35.00,180.00,73.00,75th Percentile,,,NA,,1.00,3.00,rivermead mobility,,,,other,lohse,0.00,0.00,94.00,,,,94.00,,,,,94.00,,,0.50,,,,,,,0.99,0.00,0.00,0.00,,,,0.00,,,,no sufficient statistics provided
330.00,97.00,lincoln1999,lincoln,1999.00,exp,215.00,intensive PT provided by an assistant,http://www.ncbi.nlm.nih.gov/pubmed/10066854,uk,,nottingham,47.50,47.50,47.50,1.00,35.00,180.00,73.00,75th Percentile,,,NA,,1.00,8.00,rivermead mobility,,,,other,lohse,0.00,0.00,93.00,,,,93.00,,,,,93.00,,,0.50,,,,,,,0.99,0.00,0.00,0.00,,,,0.00,,,,no sufficient statistics provided
331.00,98.00,lo2010,lo,2010.00,ctrl,216.00,usual care,http://www.nejm.org/doi/full/10.1056/NEJMoa0911341,usa,RI,providence,0.00,0.00,0.00,,84.00,252.00,63.00,50th Percentile,,2263.00,>1year,6.2,1.00,3.00,fma-ue,ue,fma,,fma,lohse,1.00,0.00,28.00,20.30,9.00,1.00,27.00,19.24,,1.00,0.00,27.00,20.24,,0.50,-1.06,9.00,-0.06,9.00,-0.12,-0.01,0.97,-0.11,#NUM!,-0.01,0.04,0.04,0.03,0.18,29.43,0.03,,
332.00,98.00,lo2010,lo,2010.00,exp,217.00,intensive Robot assisted therapy,http://www.nejm.org/doi/full/10.1056/NEJMoa0911341,usa,RI,providence,33.00,33.00,33.00,4.00,84.00,252.00,66.00,75th Percentile,,1314.00,>1year,3.6,1.00,5.00,fma-ue,ue,fma,,fma,lohse,1.00,0.00,49.00,19.70,10.70,1.00,47.00,23.57,,1.00,0.00,47.00,24.50,,0.50,3.87,10.70,4.80,10.70,0.36,0.45,0.98,0.36,0.60,0.44,0.02,0.02,0.02,0.15,47.47,0.02,,
333.00,98.00,lo2010,lo,2010.00,exp,218.00,intensive usual care,http://www.nejm.org/doi/full/10.1056/NEJMoa0911341,usa,RI,providence,32.00,32.00,32.00,4.00,84.00,252.00,64.00,75th Percentile,,1752.00,>1year,4.8,1.00,8.00,fma-ue,ue,fma,,fma,lohse,1.00,0.00,50.00,17.30,8.40,1.00,46.00,21.31,,1.00,0.00,46.00,20.20,,0.50,4.01,8.40,2.90,8.40,0.48,0.35,0.98,0.47,0.69,0.34,0.02,0.02,0.02,0.15,46.30,0.02,,
334.00,99.00,logan1997,logan,1997.00,ctrl,219.00,conventional OT,http://www.ncbi.nlm.nih.gov/pubmed/9199862,uk,,nottingham,0.00,0.00,0.00,,90.00,180.00,74.00,75th Percentile,,39.00,<90days,0.106849315,0.00,15.00,nottingham extended ADL,,,,other,lohse,1.00,1.00,58.00,,,,43.00,,,,,38.00,,,0.50,,,,,,,0.99,0.00,0.00,0.00,,,,0.00,,,,"no sufficient statistics provided, the authors claim an intention to treat analysis, but this not reflected in the numbers reported in the tables"
335.00,99.00,logan1997,logan,1997.00,exp,220.00,enhanced OT,http://www.ncbi.nlm.nih.gov/pubmed/9199862,uk,,nottingham,0.00,0.00,0.00,,90.00,180.00,71.00,75th Percentile,,45.00,<90days,0.123287671,0.00,10.00,nottingham extended ADL,,,,other,lohse,1.00,1.00,53.00,,,,43.00,,,,,45.00,,,0.50,,,,,,,0.99,0.00,0.00,0.00,,,,0.00,,,,"no sufficient statistics provided, the authors claim an intention to treat analysis, but this not reflected in the numbers reported in the tables"
336.00,100.00,luft2008,luft,2008.00,ctrl,221.00,stretching,http://www.ncbi.nlm.nih.gov/pubmed/18757284,germany,,tubingen,0.00,0.00,0.00,1.00,168.00,,63.60,75th Percentile,10.00,1338.00,>1year,3.665753425,1.00,20.00,10mwt SSV,le,,speed,speed,lohse,1.00,0.00,34.00,0.53,0.28,,34.00,0.57,,,,,,,0.50,0.04,0.28,,0.28,0.14,,0.98,0.14,0.37,0.00,0.03,,0.03,0.17,35.25,,Yes,"too many inferences had to be made (CI from figure, df for CI, etc) to get an accurate effect size"
337.00,100.00,luft2008,luft,2008.00,exp,222.00,progressive BWS treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/18757284,germany,,tubingen,48.24,48.24,48.24,1.00,168.00,,63.20,50th Percentile,8.70,1875.00,>1year,5.136986301,1.00,22.00,10mwt SSV,le,,speed,speed,lohse,1.00,0.00,37.00,0.55,0.30,,37.00,0.63,,,,,,,0.50,0.08,0.30,,0.30,0.27,,0.98,0.26,0.51,0.00,0.03,,0.03,0.16,37.28,,Yes,"too many inferences had to be made (CI from figure, df for CI, etc) to get an accurate effect size"
340.00,101.00,lum2002,lum,2002.00,ctrl,223.00,conventional neurodevelopmental therapy,http://www.ncbi.nlm.nih.gov/pubmed/12098155,usa,VA,richmond,24.00,24.00,24.00,1.00,56.00,180.00,65.90,75th Percentile,,864.00,>1year,2.367123288,0.00,,fma-ue,ue,fma,,fma,lohse,0.00,0.00,14.00,26.60,17.60,1.00,14.00,,,,,14.00,,,0.50,,17.60,,17.60,,,0.94,0.00,0.00,0.00,,,,0.00,,,,change scores are only reported for components of the FMA but only for the total FMA baseline; cannot compute effect size
